participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,Demographic.1.player.id_in_group,Demographic.1.player.age,Demographic.1.player.gender,Demographic.1.player.nationality,Demographic.1.player.residency,Demographic.1.player.ethnicity,Demographic.1.player.education,Demographic.1.player.payoff,Demographic.1.group.id_in_subsession,Demographic.1.subsession.round_number,matrix_new.1.player.id_in_group,matrix_new.1.player.answer_q01,matrix_new.1.player.answer_q02,matrix_new.1.player.start_time0,matrix_new.1.player.elapsed_time0,matrix_new.1.player.count0,matrix_new.1.player.is_correct0,matrix_new.1.player.score,matrix_new.1.player.test_matrix1,matrix_new.1.player.test_matrix2,matrix_new.1.player.answer_q11,matrix_new.1.player.answer_q12,matrix_new.1.player.start_time1,matrix_new.1.player.elapsed_time1,matrix_new.1.player.is_correct1,matrix_new.1.player.count1,matrix_new.1.player.score1,matrix_new.1.player.answer_q21,matrix_new.1.player.answer_q22,matrix_new.1.player.start_time2,matrix_new.1.player.elapsed_time2,matrix_new.1.player.is_correct2,matrix_new.1.player.count2,matrix_new.1.player.score2,matrix_new.1.player.answer_q31,matrix_new.1.player.answer_q32,matrix_new.1.player.start_time3,matrix_new.1.player.elapsed_time3,matrix_new.1.player.is_correct3,matrix_new.1.player.count3,matrix_new.1.player.score3,matrix_new.1.player.answer_q41,matrix_new.1.player.answer_q42,matrix_new.1.player.start_time4,matrix_new.1.player.elapsed_time4,matrix_new.1.player.is_correct4,matrix_new.1.player.count4,matrix_new.1.player.score4,matrix_new.1.player.answer_q51,matrix_new.1.player.answer_q52,matrix_new.1.player.start_time5,matrix_new.1.player.elapsed_time5,matrix_new.1.player.is_correct5,matrix_new.1.player.count5,matrix_new.1.player.score5,matrix_new.1.player.answer_q61,matrix_new.1.player.answer_q62,matrix_new.1.player.start_time6,matrix_new.1.player.elapsed_time6,matrix_new.1.player.is_correct6,matrix_new.1.player.count6,matrix_new.1.player.score6,matrix_new.1.player.answer_q71,matrix_new.1.player.answer_q72,matrix_new.1.player.start_time7,matrix_new.1.player.elapsed_time7,matrix_new.1.player.is_correct7,matrix_new.1.player.count7,matrix_new.1.player.score7,matrix_new.1.player.answer_q81,matrix_new.1.player.answer_q82,matrix_new.1.player.start_time8,matrix_new.1.player.elapsed_time8,matrix_new.1.player.is_correct8,matrix_new.1.player.count8,matrix_new.1.player.score8,matrix_new.1.player.answer_q91,matrix_new.1.player.answer_q92,matrix_new.1.player.start_time9,matrix_new.1.player.elapsed_time9,matrix_new.1.player.is_correct9,matrix_new.1.player.count9,matrix_new.1.player.score9,matrix_new.1.player.answer_q101,matrix_new.1.player.answer_q102,matrix_new.1.player.start_time10,matrix_new.1.player.elapsed_time10,matrix_new.1.player.is_correct10,matrix_new.1.player.count10,matrix_new.1.player.score10,matrix_new.1.player.matrix_payoff0,matrix_new.1.player.matrix_payoff,matrix_new.1.player.avg_score,matrix_new.1.player.payoff,matrix_new.1.group.id_in_subsession,matrix_new.1.subsession.round_number,discreteT.1.player.id_in_group,discreteT.1.player.test_intro1,discreteT.1.player.test_intro2,discreteT.1.player.test_intro3,discreteT.1.player.test_belief1,discreteT.1.player.test_belief2,discreteT.1.player.time9,discreteT.1.player.choice1,discreteT.1.player.rand_choice,discreteT.1.player.predalg,discreteT.1.player.predhum,discreteT.1.player.beliefalgorithm,discreteT.1.player.beliefhuman,discreteT.1.player.gender2,discreteT.1.player.ethnicity2,discreteT.1.player.age2,discreteT.1.player.education2,discreteT.1.player.payoff_belief_a,discreteT.1.player.payoff_choice_a,discreteT.1.player.payoff_belief_h,discreteT.1.player.payoff_choice_h,discreteT.1.player.payoff_belief,discreteT.1.player.payoff_choice,discreteT.1.player.accuracyalgorithm,discreteT.1.player.accuracyhuman,discreteT.1.player.treatment,discreteT.1.player.test,discreteT.1.player.test2,discreteT.1.player.random_draw,discreteT.1.player.payoff,discreteT.1.group.id_in_subsession,discreteT.1.subsession.round_number,openquestion.1.player.id_in_group,openquestion.1.player.test_intro,openquestion.1.player.choice1,openquestion.1.player.beliefa,openquestion.1.player.beliefh,openquestion.1.player.explanation,openquestion.1.player.explanation2,openquestion.1.player.fair,openquestion.1.player.transparent,openquestion.1.player.simpler,openquestion.1.player.familiar,openquestion.1.player.characteristics,openquestion.1.player.previous_performance,openquestion.1.player.discriminate,openquestion.1.player.quickly,openquestion.1.player.error,openquestion.1.player.other,openquestion.1.player.x1,openquestion.1.player.x2,openquestion.1.player.x3,openquestion.1.player.x4,openquestion.1.player.x5,openquestion.1.player.payoff,openquestion.1.group.id_in_subsession,openquestion.1.subsession.round_number,scl.1.player.id_in_group,scl.1.player.lottery_choice,scl.1.player.outcome_to_pay,scl.1.player.outcome_lo,scl.1.player.outcome_hi,scl.1.player.payoff,scl.1.group.id_in_subsession,scl.1.subsession.round_number,BFI_S.1.player.id_in_group,BFI_S.1.player.Worry,BFI_S.1.player.Nervous,BFI_S.1.player.Relax,BFI_S.1.player.Talkative,BFI_S.1.player.Sociable,BFI_S.1.player.Reserved,BFI_S.1.player.Original,BFI_S.1.player.Artistic,BFI_S.1.player.Active_imagination,BFI_S.1.player.Rude,BFI_S.1.player.Forgiving,BFI_S.1.player.Considerate,BFI_S.1.player.Thorough_job,BFI_S.1.player.Lazy,BFI_S.1.player.Efficient,BFI_S.1.player.Neuroticism,BFI_S.1.player.Extraversion,BFI_S.1.player.Openness,BFI_S.1.player.Agreeableness,BFI_S.1.player.Conscientiousness,BFI_S.1.player.payoff,BFI_S.1.group.id_in_subsession,BFI_S.1.subsession.round_number,final_payoff.1.player.id_in_group,final_payoff.1.player.matrix_payoff,final_payoff.1.player.mpl_payoff,final_payoff.1.player.belief_payoff,final_payoff.1.player.belief_choice,final_payoff.1.player.payoff,final_payoff.1.group.id_in_subsession,final_payoff.1.subsession.round_number,payment_info.1.player.id_in_group,payment_info.1.player.payoff_backup,payment_info.1.player.payoff,payment_info.1.group.id_in_subsession,payment_info.1.subsession.round_number
1,h8ghwx8y,,0,1,33,Demographic,Introduction,10.31.250.70,2019-08-02 17:53:58.551923+00:00,1,A12A5GVJX5RZC4,3SNLUL3WO4NLI5TJA9JIDCSZ2TTULC,0,0.1,4kwuacyd,,,3H4IKZHALBIVPVF1ZII9NP84Q7INNV,3A0F9TXODVNJTQM33504KQE8D41JO2,,0,0.1,1,1,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,transp,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,0,1,1,1,,0,1,1
2,i8ctznal,,0,34,33,payment_info,PaymentInfo,10.111.155.219,2019-08-02 17:53:58.989543+00:00,1,AAQREZOK13OV7,3Y5140Z9DXG60ZDH8KNBBQD8D87PIX,4.54,4.64,4kwuacyd,,,3H4IKZHALBIVPVF1ZII9NP84Q7INNV,3A0F9TXODVNJTQM33504KQE8D41JO2,,0,0.1,1,2,4,1,US,US,White,4,0,1,1,2,21,79,1564768965,8.69,1,0,,,,63,37,1564768980,7.76,0,1,,85,15,1564768988,7.42,0,1,,16,84,1564768996,5.04,0,1,,3,97,1564769001,4.88,0,1,,13,87,1564769006,5.65,0,1,,23,77,1564769011,5.27,0,1,,4,96,1564769017,4.46,0,1,,26,74,1564769021,5.33,0,1,,43,57,1564769026,6.13,0,1,,80,20,1564769032,20.87,0,1,,1.36,,82.7,1.4,1,1,2,1,1,1,0,1,6.13,1,1,10.39,10.45,6,8,1,1,4,4,0.81,1.33,0.94,1.33,,,95,90,transp,22,5,1,2.14,1,1,2,,1,6,8,I thought I would be able to get a higher bonus,I thought the human evaluator would assign a higher time.,4,5,5,3,1,5,1,5,1,3,,,,,,0,1,1,2,3,high,0.25,1,1,1,1,2,1,1,5,4,5,1,4,5,4,3,2,4,5,1,5,,,,,,0,1,1,2,,,,,0,1,1,2,,0,1,1
3,2oc88n48,,0,34,33,payment_info,PaymentInfo,10.41.239.73,2019-08-02 17:54:00.108153+00:00,1,A31681CCEVDIH3,3OLF68YTN91F345PITZTIYBLYUFFAG,4.96,5.06,4kwuacyd,,,3H4IKZHALBIVPVF1ZII9NP84Q7INNV,3A0F9TXODVNJTQM33504KQE8D41JO2,,0,0.1,1,3,5,0,US,US,White,4,0,1,1,3,79,21,1564771063,28.48,1,0,,,,63,37,1564771428,9.26,0,1,,85,15,1564771437,18.99,0,1,,84,16,1564771456,16.92,0,1,,97,3,1564771473,13.78,0,1,,87,13,1564771487,5.81,0,1,,77,23,1564771493,31.31,0,2,,96,4,1564771524,13.92,0,1,,74,26,1564771538,13.93,0,1,,43,57,1564771552,10.61,0,1,,80,20,1564771562,16.49,0,1,,1.03,,74.9,1.32,1,1,3,1,1,1,0,1,10.61,0,0,17.61,9.326,15,12,0,1,5,4,0.93,1.21,0.93,1.21,,,70,70,transp,26,9,1,2.14,1,1,3,,0,15,12,I thought a human would take more factors into account and be more accurate,I thought that the algorithm would assume I would be slower due to being female and other factors,1,5,5,1,1,3,3,5,5,1,,,,,,0,1,1,3,5,high,0,1.5,1.5,1,1,3,5,5,1,3,3,5,5,5,5,4,5,5,5,2,5,,,,,,0,1,1,3,,,,,0,1,1,3,,0,1,1
4,9ei3nvt1,,0,34,33,payment_info,PaymentInfo,10.65.83.105,2019-08-02 17:54:01.902849+00:00,1,A2CK0OXMPOR9LE,3AAJC4I4FGSW9EZTDB6DEPUM0M3JZO,3.93,4.03,4kwuacyd,,,3H4IKZHALBIVPVF1ZII9NP84Q7INNV,3A0F9TXODVNJTQM33504KQE8D41JO2,,0,0.1,1,4,4,1,US,US,White,5,0,1,1,4,79,21,1564769820,9.9,1,0,,,,37,63,1564769836,5.56,0,1,,15,85,1564769842,3.59,0,1,,84,16,1564769845,10.1,0,1,,97,3,1564769856,4.12,0,1,,13,87,1564769860,8.84,0,1,,23,77,1564769869,13.33,0,1,,96,4,1564769882,3.15,0,1,,74,26,1564769885,5.43,0,1,,57,43,1564769890,6.36,0,1,,80,20,1564769897,12.32,0,1,,1.33,,82.7,1.39,1,1,4,1,1,1,0,1,6.36,1,0,11.22,12.19,6,7,1,1,4,5,0.73,1.31,0.73,1.31,,,90,90,transp,41,6,1,2.04,1,1,4,,1,6,7,I just think I'd get more of a better payout with the algorithm.,"I think the algorithm would favor males and I wanted to make as much money as I could. That's the difference, really.",2,2,3,3,4,3,3,3,3,3,,,,,,0,1,1,4,1,high,0.5,0.5,0.5,1,1,4,3,3,4,4,4,3,3,2,3,2,3,4,3,3,4,,,,,,0,1,1,4,,,,,0,1,1,4,,0,1,1
5,l0defk83,,0,1,33,Demographic,Introduction,10.33.169.142,2019-08-02 17:54:01.897095+00:00,1,A24B5UF6RMHYGX,3COPXFW7XBCX6U358N8NO6SL5CWPK8,0,0.1,4kwuacyd,,,3H4IKZHALBIVPVF1ZII9NP84Q7INNV,3A0F9TXODVNJTQM33504KQE8D41JO2,,0,0.1,1,5,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,transp,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,0,1,1,5,,0,1,1
6,88g68o5v,,0,34,33,payment_info,PaymentInfo,10.136.83.38,2019-08-02 17:54:03.104692+00:00,1,A1FYWSPNO7KN1O,3H7Z272LX778Q0LNTNKO3650UC1PLB,5.06,5.16,4kwuacyd,,,3H4IKZHALBIVPVF1ZII9NP84Q7INNV,3A0F9TXODVNJTQM33504KQE8D41JO2,,0,0.1,1,6,6,1,US,US,White,7,0,1,1,6,21,79,1564769737,19.93,1,0,,,,63,37,1564769772,6.82,0,1,,15,85,1564769779,24.25,0,1,,16,84,1564769803,17.26,0,1,,97,3,1564769821,20.98,0,1,,13,87,1564769842,9.99,0,2,,23,77,1564769852,25.97,0,1,,96,4,1564769878,3.99,0,1,,26,74,1564769882,14.84,0,1,,43,57,1564769896,7.53,0,1,,80,20,1564769904,4.68,0,1,,1.17,,76.4,1.37,1,1,6,1,1,1,0,1,7.53,1,1,14.76,17.48,35,15,1,1,6,7,0,1.25,0.94,1.25,,,90,50,transp,76,8,0,2.19,1,1,6,,1,35,15,"I thought it would give me a lower time based on how long I spent on question 9 and because I am male, but after seeing the detailed breakdown I'm wasn't sure this was the correct decision.","The detailed breakdown gave values for the algorithm. So I did a quick calculation and came up with 35, but I must have misunderstood something since the actual value was much lower. I took  a guess on the human recruiter based on my round 9 time.",3,5,4,3,2,2,2,5,3,1,,,,,,0,1,1,6,5,high,0,1.5,1.5,1,1,6,1,1,5,4,4,2,3,4,2,2,4,4,5,3,5,,,,,,0,1,1,6,,,,,0,1,1,6,,0,1,1
7,ly50pgd1,,0,1,33,Demographic,Introduction,10.71.235.239,2019-08-02 17:54:03.268819+00:00,1,AYFOAD75CRBKE,3OVHNO1VE61J6SZ13FK2BRZ9V26ZDQ,0,0.1,4kwuacyd,,,3H4IKZHALBIVPVF1ZII9NP84Q7INNV,3A0F9TXODVNJTQM33504KQE8D41JO2,,0,0.1,1,7,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,transp,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,0,1,1,7,,,,,0,1,1,7,,0,1,1
8,yuigh0ob,,0,34,33,payment_info,PaymentInfo,10.30.89.93,2019-08-02 17:54:05.434488+00:00,1,A15XX0WDRG29E7,3C8HJ7UOP7UMAM5EG8J5UHM34GYMZV,3.74,3.84,4kwuacyd,,,3H4IKZHALBIVPVF1ZII9NP84Q7INNV,3A0F9TXODVNJTQM33504KQE8D41JO2,,0,0.1,1,8,7,0,US,US,Asian,5,0,1,1,8,79,21,1564769957,17.22,1,0,,,,63,37,1564769982,5.68,0,1,,85,15,1564769988,12.81,0,1,,16,84,1564770001,5.81,0,1,,97,3,1564770006,24.35,0,1,,87,13,1564770031,5.8,0,1,,77,23,1564770037,13.17,0,1,,96,4,1564770050,10.65,0,1,,74,26,1564770060,46.38,0,1,,43,57,1564770107,10.45,0,1,,80,20,1564770117,6.85,0,1,,1.21,,75.8,1.33,1,1,8,1,1,1,0,1,10.45,1,0,20.77,12.85,5,8,0,0,7,5,0,1.15,0.76,1.15,,,65,70,transp,57,1,0,1.91,1,1,8,,1,5,8,"I thought I could more accurately predict the algorithm, because the algorithm was biased toward females.","The algorithmic evaluator had a female bias, where the human evaluator would not have one.",1,1,1,1,1,1,5,5,4,1,,,,,,0,1,1,8,1,high,0.5,0.5,0.5,1,1,8,1,1,5,5,4,4,5,5,5,1,5,5,5,1,5,,,,,,0,1,1,8,,,,,0,1,1,8,,0,1,1
9,na9z6vef,,0,34,33,payment_info,PaymentInfo,10.147.87.71,2019-08-02 17:54:05.286474+00:00,1,A1ERMRNNR0CZ2Y,39DD6S19JPBOYYD1ZAVMH9HUVE7ZEJ,4.18,4.28,4kwuacyd,,,3H4IKZHALBIVPVF1ZII9NP84Q7INNV,3A0F9TXODVNJTQM33504KQE8D41JO2,,0,0.1,1,9,6,0,US,US,Asian,4,0,1,1,9,79,21,1564769196,37.43,1,0,,,,63,37,1564769251,22.38,0,1,,85,15,1564769274,20.98,0,1,,84,16,1564769295,65.32,0,1,,97,3,1564769360,35.14,0,1,,87,13,1564769395,9.98,0,1,,77,23,1564769405,27.34,0,1,,96,4,1564769432,13.57,0,1,,74,26,1564769446,45.2,0,1,,57,43,1564769491,22.75,0,1,,80,20,1564769514,16.4,0,1,,0.88,,62.1,1.12,1,1,9,1,1,1,0,1,22.75,0,1,25.83,15.708,25,22,0,0,6,4,0.99,1.07,0.6,1.07,,,80,60,transp,65,9,1,2.06,1,1,9,,0,25,22,I chose this method over the algorithmic because the human will be more open minded and be use more thought process and it's a human not an algorithmic that is non human.,"The difference is that the human would give me a more accurate value based on my normal time because it's human, and the algorithmic adds extra time based on more information about me as a human.",2,2,2,1,2,2,5,3,4,3,,,,,,0,1,1,9,3,high,0.25,1,1,1,1,9,4,5,2,2,2,4,2,4,3,4,3,3,4,2,4,,,,,,0,1,1,9,,,,,0,1,1,9,,0,1,1
10,i8bm9jca,,0,34,33,payment_info,PaymentInfo,10.9.179.196,2019-08-02 17:54:05.275783+00:00,1,AAIQLE701DI9U,3R9WASFE2ZGG4CDXULFSZR2U7FMZF1,4.64,4.74,4kwuacyd,,,3H4IKZHALBIVPVF1ZII9NP84Q7INNV,3A0F9TXODVNJTQM33504KQE8D41JO2,,0,0.1,1,10,4,1,US,US,White,2,0,1,1,10,21,79,1564768497,23.57,1,0,,,,63,37,1564768523,13.81,0,1,,15,85,1564768537,15.53,0,1,,16,84,1564768553,10.37,0,1,,97,3,1564768563,8.09,0,1,,87,13,1564768571,7.11,0,1,,77,23,1564768578,12.18,0,1,,96,4,1564768590,24.64,0,1,,26,74,1564768615,17.81,0,1,,43,57,1564768633,10.21,0,1,,80,20,1564768643,12.1,0,1,,1.11,,76.8,1.33,1,1,10,1,0,1,0,1,10.21,0,1,11.13,15,9,10,1,1,4,2,0.95,1.31,0.75,1.31,,,99,95,transp,17,3,0,2.06,1,1,10,,0,9,10,I personally felt a human recruiter for this specific task would be more accurate.,"I felt both would have similar values, pretty close to each other.",4,3,3,2,2,2,1,4,3,2,,,,,,0,1,1,10,4,high,0.13,1.25,1.25,1,1,10,2,4,3,2,3,4,4,4,4,1,4,5,4,3,5,,,,,,0,1,1,10,,,,,0,1,1,10,,0,1,1
